tips,lem_words,lem_tags,word_tags,lng,lat,polarity_pred
"For Stratford, change at Canary Wharf if no through train is shown.",stratford change canary wharf train be show,NN NN JJ NN NN VB VB,"[stratford/NN, change/NN, canary/JJ, wharf/NN, train/NN, be/VB, show/VB]",51.4815853139,-0.0107648229916,2
If you are lucky you might see Sammy the seal having a swim,be lucky see seal have swim,VB JJ VB NN VB VB,"[be/VB, lucky/JJ, see/VB, seal/NN, have/VB, swim/VB]",51.5000340673,-0.0164043903351,2
Beware! The ticket machines are often broken,beware ticket machine be often break,VB NN NN VB RB VB,"[beware/VB, ticket/NN, machine/NN, be/VB, often/RB, break/VB]",51.5224194815,-0.0173649926262,2
The lamppost right by the entrance is the tallest lamppost in the world fact,lamppost right entrance be tallest lamppost world fact,JJ NN NN VB JJ JJ NN NN,"[lamppost/JJ, right/NN, entrance/NN, be/VB, tallest/JJ, lamppost/JJ, world/NN, fact/NN]",51.5339633577,-0.014221072197,2
Hode behind the elevator waiting area when windy. ;),hode elevator wait area windy,NN NN VB NN JJ,"[hode/NN, elevator/NN, wait/VB, area/NN, windy/JJ]",51.5035419252,-0.0206171880406,2
See people running for the jubilee line? Join in!,see person run jubilee line join,VB NN VB NN NN VB,"[see/VB, person/NN, run/VB, jubilee/NN, line/NN, join/VB]",51.5411384945,-0.00321921218331,2
"No. 25 swaps drivers here , can take ages !",swap driver here take age,NN NN RB VB NN,"[swap/NN, driver/NN, here/RB, take/VB, age/NN]",51.5277066433,-0.0208161278232,2
"If you sit at the front, you can pretend you're driving.",sit front pretend re drive,VB JJ VB NN VB,"[sit/VB, front/JJ, pretend/VB, re/NN, drive/VB]",51.4647793392,-0.0132858016444,2
"Probably the most randomly placed DLR station. Just a few metres from Lewis am, and they had to destroy houses to build it.",probably most randomly place station just few metre lewi be have destroy house build,RB RB RB VB NN RB JJ NN NN VB VB VB NN VB,"[probably/RB, most/RB, randomly/RB, place/VB, station/NN, just/RB, few/JJ, metre/NN, lewi/NN, be/VB, have/VB, destroy/VB, house/NN, build/VB]",51.4687500488,-0.0163884525306,2
Upney!? Up yours!!,upney,NN,[upney/NN],51.5382974073,0.100624420808,2
"Stop here for fried chicken. Not that it's good, it's just that you'll pick up the stench passing through so you might as well have or on your breath as well as your clothes.",stop here fried chicken not good just ll pick stench pass as well have breath as well clothe,VB RB JJ NN RB JJ RB VB VB NN VB RB RB VB NN RB RB NN,"[stop/VB, here/RB, fried/JJ, chicken/NN, not/RB, good/JJ, just/RB, ll/VB, pick/VB, stench/NN, pass/VB, as/RB, well/RB, have/VB, breath/NN, as/RB, well/RB, clothe/NN]",51.5397586135,0.0804481738007,2
Sick of it. Lol,sick,JJ,[sick/JJ],51.5352919603,0.0345969004213,2
Great underground station accessible to Chadwell Heath and Goodmayes customers. You just have to take a bus :),great underground station accessible chadwell heath goodmayes customer just have take bus,JJ NN NN JJ VB NN JJ NN RB VB VB NN,"[great/JJ, underground/NN, station/NN, accessible/JJ, chadwell/VB, heath/NN, goodmayes/JJ, customer/NN, just/RB, have/VB, take/VB, bus/NN]",51.5757611676,0.0899570684775,2
"Look out for the signs that this was once a London, Tilbury and Southend station.",look sign be once london tilbury southend station,VB NN VB RB NN NN NN NN,"[look/VB, sign/NN, be/VB, once/RB, london/NN, tilbury/NN, southend/NN, station/NN]",51.5312884056,0.0172212458223,2
Recunnect Ltd organizes senior networking events in the pharma and maritime sector.,recunnect ltd organize senior networking event pharma maritime sector,NN NN VB JJ JJ NN NN JJ NN,"[recunnect/NN, ltd/NN, organize/VB, senior/JJ, networking/JJ, event/NN, pharma/NN, maritime/JJ, sector/NN]",51.5539500371,0.218463854851,2
"You can change here for DLR to Woolwich Arsenal via City Airport and for Jubilee Line, and soon DLR to Stratford International",change here dlr arsenal city airport jubilee line soon dlr stratford international,VB RB NN NN NN NN NN NN RB VB VB JJ,"[change/VB, here/RB, dlr/NN, arsenal/NN, city/NN, airport/NN, jubilee/NN, line/NN, soon/RB, dlr/VB, stratford/VB, international/JJ]",51.5140159627,0.00824096103343,2
A two-way tube line but the station has three platfoms,way tube line station have platfom,NN NN NN NN VB NN,"[way/NN, tube/NN, line/NN, station/NN, have/VB, platfom/NN]",51.5003947239,0.00361561775208,2
"The large bridge to the north of the station, over the Jubilee Line, carries Thames Water's Northern Outfall Sewer.",large bridge north station jubilee line carry thame water northern outfall sewer,JJ NN NN NN NN NN VB NN NN JJ JJ NN,"[large/JJ, bridge/NN, north/NN, station/NN, jubilee/NN, line/NN, carry/VB, thame/NN, water/NN, northern/JJ, outfall/JJ, sewer/NN]",51.5274019891,0.00448764848792,2
Watch football matches at the Barkingside Rec next door from the platform bridge,watch football match barkingside rec next door platform bridge,NN NN NN JJ NN JJ NN NN NN,"[watch/NN, football/NN, match/NN, barkingside/JJ, rec/NN, next/JJ, door/NN, platform/NN, bridge/NN]",51.5853918142,0.0885901875075,2
See people running for the jubilee line? Join in!,see person run jubilee line join,VB NN VB NN NN VB,"[see/VB, person/NN, run/VB, jubilee/NN, line/NN, join/VB]",51.5411384945,-0.00321921218331,2
There's no ham on the Hammersmith and City line :(,ham hammersmith city line,NN NN NN NN,"[ham/NN, hammersmith/NN, city/NN, line/NN]",51.5246965166,-0.0121051819578,2
Surely a candidate for most impressive London Underground station.,surely candidate most impressive london underground station,RB NN RB JJ NN NN NN,"[surely/RB, candidate/NN, most/RB, impressive/JJ, london/NN, underground/NN, station/NN]",51.5035883873,-0.019020048608,2
RIP Dan Harris (@gecko84) who was knocked over by an Olympic bus on 01/08/12. He once stole mayor of this station from me. I had fun battling against him for mayor xxx,rip dan harris gecko be knock olympic bus once steal mayor station have fun battle mayor xxx,VB NN NN NN VB VB JJ NN RB VB NN NN VB NN VB NN NN,"[rip/VB, dan/NN, harris/NN, gecko/NN, be/VB, knock/VB, olympic/JJ, bus/NN, once/RB, steal/VB, mayor/NN, station/NN, have/VB, fun/NN, battle/VB, mayor/NN, xxx/NN]",51.5756958336,0.0286919033154,2
In the subway you can see murals about the films of Alfred Hitchcock.,subway see mural film alfred hitchcock,NN VB NN NN NN NN,"[subway/NN, see/VB, mural/NN, film/NN, alfred/NN, hitchcock/NN]",51.5684840499,0.00843929434343,2
"A rare tube station with toilets on platform! Men's on the Eastbound, Women's on the Westbound.",rare tube station toilet platform man eastbound woman westbound,JJ NN NN NN NN NN NN NN JJ,"[rare/JJ, tube/NN, station/NN, toilet/NN, platform/NN, man/NN, eastbound/NN, woman/NN, westbound/JJ]",51.5567491075,-0.00522842400487,2
If you see a westbound train crossing the bridge you have 1 minute until the next eastbound train departs,see westbound train cross bridge have minute next eastbound train depart,VB JJ NN VB NN VB NN JJ NN NN VB,"[see/VB, westbound/JJ, train/NN, cross/VB, bridge/NN, have/VB, minute/NN, next/JJ, eastbound/NN, train/NN, depart/VB]",51.5814862813,0.0244745340296,2
"Turn right when you exit. Head down the 2nd road on your right (Southern Grove) and pay a visit to a very cool place...Tower Hamlets Cemetery Park. It will blow you away, a gem in the Borough.",turn right exit head road right southern grove pay visit very cool place tower hamlet cemetery park blow away gem borough,NN RB NN NN NN NN JJ NN VB NN RB JJ NN NN NN NN NN VB RB NN NN,"[turn/NN, right/RB, exit/NN, head/NN, road/NN, right/NN, southern/JJ, grove/NN, pay/VB, visit/NN, very/RB, cool/JJ, place/NN, tower/NN, hamlet/NN, cemetery/NN, park/NN, blow/VB, away/RB, gem/NN, borough/NN]",51.5253068793,-0.0334587794533,2
The Ladies Waiting Room is sooo warm for tube waiting in the winter time!,lady wait room be sooo warm tube wait winter time,NN VB NN VB RB JJ NN VB NN NN,"[lady/NN, wait/VB, room/NN, be/VB, sooo/RB, warm/JJ, tube/NN, wait/VB, winter/NN, time/NN]",51.5915383618,0.0274055033727,2
Goes from Cranham to Romford very frequently.,go cranham romford very frequently,VB NN VB RB RB,"[go/VB, cranham/NN, romford/VB, very/RB, frequently/RB]",51.5615932191,0.218585768252,2
Check out the original Banksy on the ground floor and ask someone about its story,check original banksy ground floor ask someone story,NN JJ NN JJ NN VB NN NN,"[check/NN, original/JJ, banksy/NN, ground/JJ, floor/NN, ask/VB, someone/NN, story/NN]",51.5137008052,-0.134307422716,2
Try the Dial Arch for a few good beers,try dial arch few good beer,VB NN NN JJ JJ NN,"[try/VB, dial/NN, arch/NN, few/JJ, good/JJ, beer/NN]",51.4959325186,0.0708951467169,2
Thames Clippers now take Oyster cards.,thame clippers now take oyster card,VB NN RB VB NN NN,"[thame/VB, clippers/NN, now/RB, take/VB, oyster/NN, card/NN]",51.505311734,-0.0287039014846,2
Ferries run regularly so there is only a short wait,ferry run regularly be only short wait,NN VB RB VB RB JJ NN,"[ferry/NN, run/VB, regularly/RB, be/VB, only/RB, short/JJ, wait/NN]",51.4945774915,0.0612266813673,2
"Brunel’s monster ship, the SS Great Eastern (for 40 years the biggest ship ever built) was launched here in 1858. You can still see the remains of the slipway. The ship was a financial disaster.",brunel monster ship ss great eastern year biggest ship ever build be launch here still see remain slipway ship be financial disaster,NN NN VB NN JJ JJ NN JJ NN RB VB VB VB RB RB VB VB NN NN VB JJ NN,"[brunel/NN, monster/NN, ship/VB, ss/NN, great/JJ, eastern/JJ, year/NN, biggest/JJ, ship/NN, ever/RB, build/VB, be/VB, launch/VB, here/RB, still/RB, see/VB, remain/VB, slipway/NN, ship/NN, be/VB, financial/JJ, disaster/NN]",51.487607609,-0.0223636318385,2
"1 July: Walk over the Mile End Green Bridge, created by architect Piers Gough following a £12.3 million grant from the Millennium Commission. Each day 75,000 cars pass beneath it.",july walk mile end green bridge create architect pier gough follow grant millennium commission day car pass,RB VB NN NN JJ NN VB NN NN JJ VB NN NN NN NN NN VB,"[july/RB, walk/VB, mile/NN, end/NN, green/JJ, bridge/NN, create/VB, architect/NN, pier/NN, gough/JJ, follow/VB, grant/NN, millennium/NN, commission/NN, day/NN, car/NN, pass/VB]",51.524912678,-0.0354695320129,2
"[Booth seats] If a few of you need to charge your phones, there are an additional two USB ports under the table (in addition to the two up top)",booth seat few need charge phone be additional usb port table addition top,NN NN JJ VB VB NN VB JJ NN NN NN NN NN,"[booth/NN, seat/NN, few/JJ, need/VB, charge/VB, phone/NN, be/VB, additional/JJ, usb/NN, port/NN, table/NN, addition/NN, top/NN]",51.5158624652,0.0776018331432,2
Go for Port!,go port,VB NN,"[go/VB, port/NN]",51.5079147265,-0.122904925519,2
Port by the jug!,port jug,NN NN,"[port/NN, jug/NN]",51.5064447361,-0.0883782731326,2
On top of Trinity Square stands the statue of Old Father Thames who is seen to point the way to Docklands from his perch above the Port of London Authority.,top trinity square stand statue old father thame be see point way dockland perch port london authority,NN NN NN VB NN JJ NN NN VB VB VB NN NN NN NN NN NN,"[top/NN, trinity/NN, square/NN, stand/VB, statue/NN, old/JJ, father/NN, thame/NN, be/VB, see/VB, point/VB, way/NN, dockland/NN, perch/NN, port/NN, london/NN, authority/NN]",51.5098609391,-0.0774568319321,2
"Room facilities are superb - free wifi, USB wall port, hdmi / rgb / s-video ports to TV, and iHome docking station.",room facility be superb free wifi usb wall port hdmi rgb video port tv ihome dock station,NN NN VB JJ JJ NN NN NN VB RB VB NN NN NN NN VB NN,"[room/NN, facility/NN, be/VB, superb/JJ, free/JJ, wifi/NN, usb/NN, wall/NN, port/VB, hdmi/RB, rgb/VB, video/NN, port/NN, tv/NN, ihome/NN, dock/VB, station/NN]",51.4988548227,-0.106272994492,2
"The classic menu of mixeds includes this Master at Arms (rum & port reduction), and the Somerset Sour, whose cider brandy & hard cider will soon be inside you.",classic menu mixed include master arm rum port reduction somerset sour cider brandy hard cider soon be,JJ NN NN VB NN NN NN JJ NN NN JJ NN NN JJ NN RB VB,"[classic/JJ, menu/NN, mixed/NN, include/VB, master/NN, arm/NN, rum/NN, port/JJ, reduction/NN, somerset/NN, sour/JJ, cider/NN, brandy/NN, hard/JJ, cider/NN, soon/RB, be/VB]",51.5226437844,-0.103564954219,2
"Every time we eat here we are impressed by the freshness of the food and flavours. Love the spicy sardines on toast, butter bean and chorizo stew, and salad with cheese, walnuts and port reduction!",time eat here be impress freshness food flavours love spicy sardine toast butter bean chorizo stew salad cheese walnut port reduction,NN VB RB VB VB NN NN JJ VB JJ NN NN NN NN JJ NN NN NN NN JJ NN,"[time/NN, eat/VB, here/RB, be/VB, impress/VB, freshness/NN, food/NN, flavours/JJ, love/VB, spicy/JJ, sardine/NN, toast/NN, butter/NN, bean/NN, chorizo/JJ, stew/NN, salad/NN, cheese/NN, walnut/NN, port/JJ, reduction/NN]",51.5106121418,-0.0969672203064,2
port paling senang nak makan,port pale senang nak makan,VB VB NN NN JJ,"[port/VB, pale/VB, senang/NN, nak/NN, makan/JJ]",51.4605283522,-0.0109892084369,2
Quirky drinks selection and menu. Pretty sure they've tried to rebrand  granny's fab sherry as 'white port' though...,quirky drink selection menu pretty sure have try rebrand granny fab sherry white port though,JJ NN NN NN JJ NN VB VB VB NN JJ NN JJ NN RB,"[quirky/JJ, drink/NN, selection/NN, menu/NN, pretty/JJ, sure/NN, have/VB, try/VB, rebrand/VB, granny/NN, fab/JJ, sherry/NN, white/JJ, port/NN, though/RB]",51.5430521138,-0.0760576647354,2
"Great English Breakfast, eggs benedict... Generous port ion and friendly people. Best Shop after the Columbia Road Flower Market",great english breakfast egg benedict generous port ion friendly person best shop columbia road flower market,JJ NN NN NN VB JJ NN NN JJ NN VB NN JJ NN NN NN,"[great/JJ, english/NN, breakfast/NN, egg/NN, benedict/VB, generous/JJ, port/NN, ion/NN, friendly/JJ, person/NN, best/VB, shop/NN, columbia/JJ, road/NN, flower/NN, market/NN]",51.5310080172,-0.0714768807763,2
"Have a G&T on the roof terrace in summer, or a glass of port by a roaring fire in winter.",have roof terrace summer glass port roaring fire winter,VB NN NN NN NN NN NN NN NN,"[have/VB, roof/NN, terrace/NN, summer/NN, glass/NN, port/NN, roaring/NN, fire/NN, winter/NN]",51.505743712,-0.136654783766,2
"Clean restroom upstairs, spaces to sit, free wifi, free water, free USB ports, coffee and snacks in the cafe... Oh and there's yoga pants for sale.",clean restroom upstairs space sit free wifi free water free usb port coffee snack cafe yoga pant sale,JJ NN NN NN VB JJ NN JJ NN JJ NN NN NN NN NN NN NN NN,"[clean/JJ, restroom/NN, upstairs/NN, space/NN, sit/VB, free/JJ, wifi/NN, free/JJ, water/NN, free/JJ, usb/NN, port/NN, coffee/NN, snack/NN, cafe/NN, yoga/NN, pant/NN, sale/NN]",51.5126239965,-0.140280763599,2
"A hidden gem in Southwark! Elegant old timey interiors, good selection of wines and ports, and the food looked good as well (although I didn't have any)",hidden gem southwark elegant old timey interior good selection wine port food look good well didn have,JJ NN JJ JJ JJ NN NN JJ NN NN NN NN VB JJ RB VB VB,"[hidden/JJ, gem/NN, southwark/JJ, elegant/JJ, old/JJ, timey/NN, interior/NN, good/JJ, selection/NN, wine/NN, port/NN, food/NN, look/VB, good/JJ, well/RB, didn/VB, have/VB]",51.5041903154,-0.0933535165839,2
"Amazing beer selection. Especially good US west coast beers that are harder to get in London like Stone, Rogue and event Port.",amazing beer selection especially good west coast beer be harder get london stone rogue event port,JJ NN NN RB JJ NN NN NN VB RB VB NN NN JJ NN NN,"[amazing/JJ, beer/NN, selection/NN, especially/RB, good/JJ, west/NN, coast/NN, beer/NN, be/VB, harder/RB, get/VB, london/NN, stone/NN, rogue/JJ, event/NN, port/NN]",51.4739771278,-0.0904854796835,2
"Best wine ever, must try warre's otima 10 years old tawny port",best wine ever try otima year old tawny port,VB NN RB VB JJ NN JJ JJ NN,"[best/VB, wine/NN, ever/RB, try/VB, otima/JJ, year/NN, old/JJ, tawny/JJ, port/NN]",51.511960081,-0.122361266336,2
"USB charging ports and spare seats, miss the rush in the main area and walk down towards gate 5 for some space",usb charge port spare seat miss rush main area walk gate space,NN VB NN JJ NN VB NN JJ NN VB NN NN,"[usb/NN, charge/VB, port/NN, spare/JJ, seat/NN, miss/VB, rush/NN, main/JJ, area/NN, walk/VB, gate/NN, space/NN]",51.50409,0.049424,2
"Best pho out of Vietnam! I had the spicy crab, prawn and belly port noodles. Yum!",best pho vietnam have spicy crab prawn belly port noodle yum,RB NN NN VB JJ NN NN NN JJ NN NN,"[best/RB, pho/NN, vietnam/NN, have/VB, spicy/JJ, crab/NN, prawn/NN, belly/NN, port/JJ, noodle/NN, yum/NN]",51.5645120364,-0.104073569716,2
USB powered ports in the room are very useful,usb power port room be very useful,NN VB NN NN VB RB JJ,"[usb/NN, power/VB, port/NN, room/NN, be/VB, very/RB, useful/JJ]",51.5206669164,-0.10008185436,2
Tried the Italian Sex Monkey super hot 12 year Scotch and a twist of Port.,try italian sex monkey super hot year scotch twist port,VB JJ NN NN JJ JJ NN NN NN NN,"[try/VB, italian/JJ, sex/NN, monkey/NN, super/JJ, hot/JJ, year/NN, scotch/NN, twist/NN, port/NN]",51.5373358136,-0.0612713881645,2
"great variety of unique jelly/jam flavors: Port & Walnut, Lime & Tequila, etc",great variety unique jelly jam flavor port walnut lime tequila etc,JJ NN JJ NN NN NN JJ NN NN NN NN,"[great/JJ, variety/NN, unique/JJ, jelly/NN, jam/NN, flavor/NN, port/JJ, walnut/NN, lime/NN, tequila/NN, etc/NN]",51.5169053213,-0.150704109482,2
I love this place. So much so that I'm reluctant to mention that they once ran out of port.,love place so much reluctant mention once run port,NN NN RB RB JJ VB RB VB NN,"[love/NN, place/NN, so/RB, much/RB, reluctant/JJ, mention/VB, once/RB, run/VB, port/NN]",51.5258760918,-0.0777742599575,2
The Savoy Daisy by Daniel Baernreuther is one of the American Bar signature cocktails created to be featured at the Savoy Cocktail Book. It is a beautiful cocktail with Reserva Exclusiva and Ruby Port,savoy daisy daniel baernreuther be american bar signature cocktail create be feature savoy cocktail book be beautiful cocktail reserva exclusiva ruby port,NN NN NN NN VB JJ NN NN NN VB VB VB JJ NN NN VB JJ NN NN NN NN NN,"[savoy/NN, daisy/NN, daniel/NN, baernreuther/NN, be/VB, american/JJ, bar/NN, signature/NN, cocktail/NN, create/VB, be/VB, feature/VB, savoy/JJ, cocktail/NN, book/NN, be/VB, beautiful/JJ, cocktail/NN, reserva/NN, exclusiva/NN, ruby/NN, port/NN]",51.5101179155,-0.119802681751,2
"Big portions, lovely grub. Mind the apple tarte - the fruit's cooked in port.",big portion lovely grub mind apple tarte fruit cook port,JJ NN JJ NN VB NN VB NN VB JJ,"[big/JJ, portion/NN, lovely/JJ, grub/NN, mind/VB, apple/NN, tarte/VB, fruit/NN, cook/VB, port/JJ]",51.5403342606,-0.154175870853,2
Britain's premier shop for maps of the UK and far flung places. Also Michael Palin's first port of call when he needs a map and inflatable globe for his BBC documentary travels.,britain premier shop map uk far fling place also michael palin first port call need map inflatable globe bbc documentary travel,NN NN NN NN NN RB VB NN RB VB RB JJ NN NN VB NN JJ NN JJ NN VB,"[britain/NN, premier/NN, shop/NN, map/NN, uk/NN, far/RB, fling/VB, place/NN, also/RB, michael/VB, palin/RB, first/JJ, port/NN, call/NN, need/VB, map/NN, inflatable/JJ, globe/NN, bbc/JJ, documentary/NN, travel/VB]",51.5119595143,-0.126024722223,2
"I LOVE the Sardines, Steak fillet, port fillet and custard for dessert. I tried many plates but these are the best one.",love sardine steak fillet port fillet custard dessert try many plate be best,VB NN NN NN VB NN NN NN VB JJ NN VB JJ,"[love/VB, sardine/NN, steak/NN, fillet/NN, port/VB, fillet/NN, custard/NN, dessert/NN, try/VB, many/JJ, plate/NN, be/VB, best/JJ]",51.5048900731,-0.0904977570216,2
"Home of the annual Chap Olympiad in July, featuring umbrella jousting, hobbyhorse dressage, and passing the port. Best picnic afternoon of the summer!",home annual chap olympiad july feature umbrella joust hobbyhorse dressage pass port best picnic afternoon summer,NN JJ NN NN RB VB NN VB NN NN VB JJ NN NN NN NN,"[home/NN, annual/JJ, chap/NN, olympiad/NN, july/RB, feature/VB, umbrella/NN, joust/VB, hobbyhorse/NN, dressage/NN, pass/VB, port/JJ, best/NN, picnic/NN, afternoon/NN, summer/NN]",51.5192134626,-0.130204265622,2
Another fantastic drop in tasting on Monday. Great Sake and luscious Kope Colheita Tawny Port.,fantastic drop taste monday great sake luscious kope colheita tawny port,JJ NN VB NN JJ NN JJ NN VB JJ NN,"[fantastic/JJ, drop/NN, taste/VB, monday/NN, great/JJ, sake/NN, luscious/JJ, kope/NN, colheita/VB, tawny/JJ, port/NN]",51.5108031994,-0.147450277547,2
Try the White port.  It is excellent!,try white port be excellent,VB JJ NN VB JJ,"[try/VB, white/JJ, port/NN, be/VB, excellent/JJ]",51.5080205631,-0.123807321922,2
"Friendly staff, located within walking distance to many shops and restaurants, and close to bus and tube stops. HDMI a port on wall to connect devices to TV. Candles after cleaning were a nice touch.",friendly staff locate walk distance many shop restaurant close bus tube stop port wall connect device tv candle clean be nice touch,JJ NN VB VB NN JJ NN NN JJ NN NN VB NN NN VB NN NN NN VB VB JJ NN,"[friendly/JJ, staff/NN, locate/VB, walk/VB, distance/NN, many/JJ, shop/NN, restaurant/NN, close/JJ, bus/NN, tube/NN, stop/VB, port/NN, wall/NN, connect/VB, device/NN, tv/NN, candle/NN, clean/VB, be/VB, nice/JJ, touch/NN]",51.5104159848,-0.126846250478,2
Venison pie with port and blackcurrant gravy is pretty cool.,venison pie port blackcurrant gravy be pretty cool,NN NN NN JJ NN VB JJ NN,"[venison/NN, pie/NN, port/NN, blackcurrant/JJ, gravy/NN, be/VB, pretty/JJ, cool/NN]",51.5139202086,-0.110635472837,2
Port is brilliant! Simon Stevens is the bomb!! Back row of the Lyttleton theatre and everything was seen perfectly.,port be brilliant simon steven be bomb back row lyttleton theatre everything be see perfectly,NN VB JJ NN VB VB NN RB NN JJ NN NN VB VB RB,"[port/NN, be/VB, brilliant/JJ, simon/NN, steven/VB, be/VB, bomb/NN, back/RB, row/NN, lyttleton/JJ, theatre/NN, everything/NN, be/VB, see/VB, perfectly/RB]",51.5074243849,-0.114820187776,2
Welcoming homely port scotch,welcome homely port scotch,VB JJ NN NN,"[welcome/VB, homely/JJ, port/NN, scotch/NN]",51.4735354996,-0.174023004408,2
"Lovely place, lost many an evening there - favourite port in London",lovely place lose many evening there favourite port london,JJ NN VB JJ NN RB JJ NN NN,"[lovely/JJ, place/NN, lose/VB, many/JJ, evening/NN, there/RB, favourite/JJ, port/NN, london/NN]",51.514751881,-0.124711990356,2
Monmouth Coffee - port of call!,monmouth coffee port call,JJ NN NN NN,"[monmouth/JJ, coffee/NN, port/NN, call/NN]",51.5320262036,-0.12609168991,2
tawny port is grand,tawny port be grand,JJ NN VB JJ,"[tawny/JJ, port/NN, be/VB, grand/JJ]",51.513533456,-0.132500422682,2
"Nice pint , but no bloody port?  #fail",nice pint no bloody port fail,JJ NN RB JJ NN VB,"[nice/JJ, pint/NN, no/RB, bloody/JJ, port/NN, fail/VB]",51.506074689,-0.0828909873962,2
cool circular bar..... after a certain amount of liquid u might want to check the loo ports...!!!,cool circular bar certain amount liquid want check loo port,JJ JJ NN JJ NN NN VB VB JJ NN,"[cool/JJ, circular/JJ, bar/NN, certain/JJ, amount/NN, liquid/NN, want/VB, check/VB, loo/JJ, port/NN]",51.5128461445,-0.141567708268,2
Always a welcome port in the walk back to the digs from the show... Good beer rotation. Sit in the window and enjoy...,always welcome port walk back dig show good beer rotation sit window enjoy,RB JJ NN NN RB NN NN JJ NN NN NN NN NN,"[always/RB, welcome/JJ, port/NN, walk/NN, back/RB, dig/NN, show/NN, good/JJ, beer/NN, rotation/NN, sit/NN, window/NN, enjoy/NN]",51.5181540448,-0.116245713648,2
Good WiFi facilities for working! Lots of ports for power and private seating!,good wifi facility work lot port power private seating,JJ NN NN VB NN NN NN JJ NN,"[good/JJ, wifi/NN, facility/NN, work/VB, lot/NN, port/NN, power/NN, private/JJ, seating/NN]",51.4632874529,-0.215803182508,2
"The cocktails were good & the selection of port. The food is great. Had the pork belly & it was divine! Good portion sizes. Although pricier than most pubs, but worth it. Ambience is good as well!",cocktail be good selection port food be great have pork belly be divine good portion size pricier most pub worth be good well,NN VB JJ NN NN NN VB JJ VB NN NN VB JJ JJ NN NN JJ JJ NN JJ VB JJ RB,"[cocktail/NN, be/VB, good/JJ, selection/NN, port/NN, food/NN, be/VB, great/JJ, have/VB, pork/NN, belly/NN, be/VB, divine/JJ, good/JJ, portion/NN, size/NN, pricier/JJ, most/JJ, pub/NN, worth/JJ, be/VB, good/JJ, well/RB]",51.4936772418,-0.150791362571,2
The port tasted liked cherries and chocolate :),port taste liked cherry chocolate,NN VB JJ NN NN,"[port/NN, taste/VB, liked/JJ, cherry/NN, chocolate/NN]",51.5133849496,-0.136549540362,2
If you must. Recently has been going downhill including poor service + luke warm pasta. Carluccio's is just up the road that would probably be my first port of call - cheaper and better pasta.,recently have be go downhill include poor service luke warm pasta carluccio be just road probably be first port call cheaper better pasta,RB VB VB VB RB VB JJ NN NN JJ NN VB VB RB NN RB VB JJ NN NN JJ JJ NN,"[recently/RB, have/VB, be/VB, go/VB, downhill/RB, include/VB, poor/JJ, service/NN, luke/NN, warm/JJ, pasta/NN, carluccio/VB, be/VB, just/RB, road/NN, probably/RB, be/VB, first/JJ, port/NN, call/NN, cheaper/JJ, better/JJ, pasta/NN]",51.5110372599,-0.12479442092,2
"A bit hidden away,  seems a city haunt, reasonable price for a pint,  and you can have the pint in a pewter tankard if you wish. Food, wine and port too.",bit hide away seem city haunt reasonable price pint have pint pewter tankard wish food wine port too,NN VB RB VB NN NN JJ NN NN VB NN NN NN VB NN NN VB RB,"[bit/NN, hide/VB, away/RB, seem/VB, city/NN, haunt/NN, reasonable/JJ, price/NN, pint/NN, have/VB, pint/NN, pewter/NN, tankard/NN, wish/VB, food/NN, wine/NN, port/VB, too/RB]",51.5189848945,-0.0861806642837,2
The Docks and Diving gallery on the 2nd floor features a 1:2500 scale model of the 1960s Port of London previously displayed in the foyer of the Port of London Authority’s HQ. Find your maritime story,dock diving gallery floor feature scale model port london previously display foyer port london authority hq find maritime story,NN JJ NN NN VB NN NN NN NN RB VB NN NN NN NN RB VB JJ NN,"[dock/NN, diving/JJ, gallery/NN, floor/NN, feature/VB, scale/NN, model/NN, port/NN, london/NN, previously/RB, display/VB, foyer/NN, port/NN, london/NN, authority/NN, hq/RB, find/VB, maritime/JJ, story/NN]",51.4973761322,-0.174565448853,2
"Love, love, love this place. Always my first port of call when in London. Just wish we had one in Cheshire :-(",love love love place always first port call london just have cheshire,VB VB VB NN RB JJ NN NN NN RB VB NN,"[love/VB, love/VB, love/VB, place/NN, always/RB, first/JJ, port/NN, call/NN, london/NN, just/RB, have/VB, cheshire/NN]",51.5019825711,-0.19053809894,2
The barman doesn't put port into American Psychos because he likes ripping people off. Avoid!,barman doesn put port american psychos like rip person avoid,NN NN VB NN JJ NN VB VB NN VB,"[barman/NN, doesn/NN, put/VB, port/NN, american/JJ, psychos/NN, like/VB, rip/VB, person/NN, avoid/VB]",51.5334901956,-0.110672774951,2
"Good place to spend the night. Nice and clean prefabricated bathrooms, wooden floors are visibly clean and easier to keep germs away. Tv has hdmi in and usb charging port. Free WiFi is limited.",good place spend night nice clean prefabricate bathroom wooden floor be visibly clean easier keep germ away tv have hdmi usb charge port free wifi be limit,JJ NN VB NN JJ VB VB NN JJ NN VB RB JJ NN VB NN RB NN VB VB NN VB JJ JJ NN VB VB,"[good/JJ, place/NN, spend/VB, night/NN, nice/JJ, clean/VB, prefabricate/VB, bathroom/NN, wooden/JJ, floor/NN, be/VB, visibly/RB, clean/JJ, easier/NN, keep/VB, germ/NN, away/RB, tv/NN, have/VB, hdmi/VB, usb/NN, charge/VB, port/JJ, free/JJ, wifi/NN, be/VB, limit/VB]",51.5034877007,-0.220413084845,2
Port should be decanted,port be decant,NN VB VB,"[port/NN, be/VB, decant/VB]",51.4951829345,-0.144520816555,2
